MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
6.345208157113269,30.16548497997706,7.397346661338241,0.9157500274847749,953.651801828525,3.940299199808858,34.83743523152525,-116.5202506718411,4.519940183670673
4.068258370927622,13.35755472952188,5.7120148513141045,0.6867247647041934,1380.2962496657208,6.472095047571123,40.3014045322272,-117.14770002309342,3.217765027524464
7.052498679606181,43.77969618254872,3.600361029822494,1.9425046945908393,398.48767045296324,2.780317324759637,35.170399307843425,-120.86011300440339,4.777252092354346
13.015238971117617,25.50852706933856,2.5946735335592357,1.3101603435655365,800.341892623914,1.028681786152241,34.916779019575756,-123.98336679801373,5.0
3.804150234378606,33.79000181327416,5.52624227938464,1.1133289732612388,2776.0231442668496,1.8531630259917082,38.0141812410159,-121.42594526734608,2.7471902954944842
3.804193953605407,41.49818421731313,4.047433409358296,1.2503282839248648,669.5713733679911,2.7375511981199656,33.78226039458169,-115.92780640802236,2.6386908882374893
13.537301792524708,46.66107800863958,4.247800761679116,1.6597472914359166,167.8794157889706,3.026069564335975,36.059151081140264,-119.92926471305802,5.0
7.669138669230542,38.33516695053639,8.67890393005598,1.0366262219230358,1583.4052104832854,4.497660663103244,37.29252024737969,-117.17369833150238,5.0
3.2264031143438308,8.587197385710692,9.820401494356377,0.9357516416955332,437.5787450154362,2.8648035143519506,40.968521813492345,-117.98237281137904,2.722560978514645
6.552142074842401,44.58115084887511,2.6706361217266563,0.7232687694076578,2120.5600013449553,2.294474826889174,36.14016168365347,-117.37479303481376,4.6460907006300785
3.2401110860398985,32.54747370914082,4.458376547848757,0.7931936459236837,685.7863339592295,1.998840320537915,32.92068488670503,-116.61229046126782,2.210318513433217
3.234871393669057,32.08193767739395,3.988428983326373,1.0640656063935976,1870.9094530052505,2.777985377377689,40.276319198541096,-115.39493654362269,3.1574813045575287
5.308841244663989,47.988368550051,5.797659612321948,1.8773662273467868,1222.2213402942896,3.2820994861387276,38.354688429146194,-122.29751809433394,3.3733809204078766
1.1743371124010953,13.690409338960038,1.5949799338700261,0.9966123736527606,3157.7736407613816,3.417798571804093,38.96287769900881,-124.00753107685672,1.0225253467541149
1.3398497988112843,13.218968543195698,2.385910965214915,1.3555896334659987,2110.099400957255,4.225888736992927,33.354567637347046,-119.0827069959521,1.254864145207303
3.0234505020825413,27.172871289443055,4.670436487003072,1.9151722570834335,138.96609695573954,3.468766057582597,34.18163170187194,-114.96111837842587,2.3264074094821856
2.2056411018237787,39.29401639327812,7.3379359851784125,1.4229119926219576,70.22059720178211,1.4163736291107012,37.703156236566755,-123.05602752800198,2.174135220992061
5.584378425741678,23.809276119653966,5.143045268545828,2.6898398756129027,606.4700066786812,1.543854200582918,34.41615684492039,-114.70785763725652,3.9561548848528343
2.3735415084298146,33.328460884512516,6.92926354179124,1.2549556226253726,1369.4802636682396,2.4694430281386666,40.27301153463962,-115.43028986070524,1.6661673273461572
1.667603238550368,24.07876093535866,5.466585447261948,1.1470662835407586,278.54828715835305,2.515703210990382,32.7316333762948,-114.38258709162668,1.7785095571892298
12.502818992031266,32.129746204835406,9.375920810989083,1.048463547629186,1135.4564025253242,6.142032739085282,40.26901583279424,-121.44066143904726,5.0
3.8265231212812587,42.935377433299266,10.41184160640343,2.7099496465657036,1079.4734932171632,1.9433556590229717,36.912899127833626,-120.17001497704865,2.726048422110477
4.698624203860613,10.20431150063709,3.386403881469104,1.9892940001199715,609.3648140433659,3.9336183563353546,38.10027615019365,-115.76356387457317,2.938986835945988
1.653139603086443,36.464305234305186,7.704639423080037,0.6813033889638178,310.57622061643053,6.718865328794726,34.38913435185575,-121.5881373533842,1.8073037533062095
3.0615829705189173,41.15871270624735,6.385691435557811,2.8406569584472714,195.73272030711942,4.24230705460711,36.19070545018203,-114.25063840170229,2.0809596846671603
4.843539779405548,23.802681781570907,17.328179905135492,1.4906200575664206,13029.986774135858,4.874989981227941,37.966084653342776,-123.1305383295187,2.962620161270209
2.0023159703843048,17.484912430460568,3.3237128636756648,1.2861049874373582,52.20248148647539,6.259047540056336,34.02025931908592,-120.97303954423107,2.275914793561723
5.829834503104923,1.6907605201445062,4.672210193140697,1.5027703707692195,150.41359065689724,3.7396136790061636,36.205543154515894,-119.67419741614647,4.439800943652504
